date,time,Vctrl,stretchAmt,stretchAngle,Freq1,errFreq1,Amp1,errAmp1,Freq2,errFreq2,Amp2,errAmp2,VDD_VCO1_shunt,VDD_driver_shunt,VDD,VDD_VCO2_shunt,VDD_ring_shunt,strain_1,strain_2,strain_3,temp,VDD_VCO1_amps,VDD_VCO2_amps,VDD_driver_amps,VDD_ring_amps,stretchDiffs
4/14/2023,1:36 PM,0.0,0.0,45.0,432614300.0,1331500.0,0.0625922,0.000920089,437896600.0,1524500.0,0.0597343,0.0020973,0.0429379,0.019615774,1.1962078,0.042812297,0.00018835,350.2983,350.79883,350.32183,25.863,4.29379e-05,4.2812297e-05,1.9615774e-05,1.8835e-07,0.0
4/14/2023,1:36 PM,0.1,0.0,45.0,476717500.0,1903500.0,0.0626471,0.0009007493,487721900.0,1713100.0,0.0586298,0.002001,0.03824098,0.020921942,1.1960884,0.038309817,0.000175301,350.29937,350.80097,350.32076,26.0,3.824098e-05,3.8309817e-05,2.0921942e-05,1.75301e-07,0.0
4/14/2023,1:37 PM,0.2,0.0,45.0,535830200.0,2201900.0,0.0552183,0.0010431,539624100.0,2012800.0,0.0529259,0.0011131,0.039146088,0.021951128,1.1959798,0.039205246,0.000186828,350.2983,350.80311,350.3229,25.992,3.9146088e-05,3.9205246e-05,2.1951128e-05,1.86828e-07,0.0
4/14/2023,1:37 PM,0.3,0.0,45.0,604167300.0,3000000.0,0.0574849,0.0009277959,591392500.0,2530600.0,0.0549528,0.0009825629,0.039087799,0.021939274,1.1957085,0.039326065,0.000207708,350.2983,350.7999,350.32183,25.874,3.9087799e-05,3.9326065e-05,2.1939274e-05,2.07708e-07,0.0
4/14/2023,1:37 PM,0.4,0.0,45.0,666272300.0,3238200.0,0.060826,0.0016404,640283000.0,2490200.0,0.054108,0.0010654,0.038232171,0.020872135,1.1960341,0.038766121,0.000183783,350.29616,350.80097,350.3229,25.899,3.8232171e-05,3.8766121e-05,2.0872135e-05,1.83783e-07,0.0
4/14/2023,1:37 PM,0.5,0.0,45.0,718450100.0,3355300.0,0.0617886,0.0017939,685793500.0,3128100.0,0.0589433,0.0012439,0.037854274,0.019608814,1.1959907,0.038350271,0.000168123,350.2951,350.7999,350.31969,25.711,3.7854274e-05,3.8350271e-05,1.9608814e-05,1.68123e-07,0.0
4/14/2023,1:37 PM,0.6,0.0,45.0,764300400.0,4513300.0,0.0602998,0.0010181,728999400.0,3413000.0,0.0561672,0.0009703446,0.03791887,0.019781722,1.1962729,0.038862039,0.000178563,350.29403,350.80097,350.31862,25.7,3.791887e-05,3.8862039e-05,1.9781722e-05,1.7856299999999998e-07,0.0
4/14/2023,1:38 PM,0.7,0.0,45.0,807113500.0,4340900.0,0.0565242,0.0027584,769755100.0,4672900.0,0.0547501,0.0009471334,0.038438683,0.021481557,1.1955673,0.038647804,0.000214885,350.29189,350.7999,350.32076,25.692,3.8438683e-05,3.8647804e-05,2.1481557e-05,2.14885e-07,0.0
4/14/2023,1:38 PM,0.8,0.0,45.0,835362800.0,4497500.0,0.0502771,0.0011206,800907300.0,5475300.0,0.0529394,0.0020986,0.03869326,0.02251564,1.1954262,0.038905321,0.000209447,350.29296,350.80097,350.31862,25.649,3.869326e-05,3.8905321e-05,2.251564e-05,2.09447e-07,0.0
4/14/2023,1:38 PM,0.9,0.0,45.0,840047300.0,4839900.0,0.050397,0.0010387,814126100.0,3849800.0,0.0489596,0.0013387,0.038484683,0.022609815,1.1954805,0.038947406,0.000187046,350.29082,350.79883,350.31862,25.539,3.8484683e-05,3.8947406e-05,2.2609815e-05,1.8704600000000002e-07,0.0
