date,time,Vctrl,stretchAmt,stretchAngle,AmtFreq1,Freq1,errFreq1,AmtAmp1,Amp1,errAmp1,AmtFreq2,Freq2,errFreq2,AmtAmp2,Amp2,errAmp2,VDD_VCO1_shunt,VDD_driver_shunt,VDD,VDD_VCO2_shunt,VDD_ring_shunt,strain_1,strain_2,strain_3,temp,V_diode_shunt,V_diode,VDD_VCO1_amps,VDD_VCO2_amps,VDD_driver_amps,VDD_ring_amps,Diode_amps,angle,strain,stretchDiffs
5/1/2023,4:40 PM,0.0,0.0,15.0,512.0,431341900.0,1363400.0,512.0,0.0601641,0.0011008,512,437245300.0,1361000.0,512,0.0600094,0.0016098,0.042780107,0.020307084,1.1961318,0.042663965,0.000189873,350.32611,350.85659,350.42344,24.367,-2.284e-06,-1.0308161,0.0008147039992382,0.0008160666602907,0.0035501895104895,1.9276446700507613e-07,-2.2817182817182812e-09,-11.281078805132791,0.00018238211867594454,0.0
5/1/2023,4:41 PM,0.1,0.0,15.0,512.0,475179300.0,2086200.0,512.0,0.0603471,0.0010162,512,486839700.0,1619300.0,512,0.0595486,0.0012883,0.038062852,0.021629236,1.1961101,0.038143542,0.000200748,350.32183,350.85659,350.42237,24.368,-2.61e-06,-0.84417241,0.0007248686345458,0.0007296010328997,0.0037813349650349,2.0380507614213202e-07,-2.6073926073926075e-09,-11.2938516200212,0.00018270713136926903,0.0
5/1/2023,4:41 PM,0.2,0.0,15.0,512.0,534384700.0,2344300.0,512.0,0.0535529,0.0012456,512,538863000.0,2030200.0,512,0.0527757,0.0010837,0.038837789,0.022649182,1.1957519,0.038863018,0.000198464,350.31969,350.85124,350.4213,24.14,-2.501e-06,-0.65870521,0.0007396265282803,0.0007433630068859,0.0039596472027972,2.0148629441624365e-07,-2.4985014985014983e-09,-11.531742539697179,0.00017718052100663625,0.0
5/1/2023,4:42 PM,0.3,0.0,15.0,512.0,602987100.0,2907100.0,512.0,0.0555818,0.0011355,512,590736700.0,2302600.0,512,0.0546706,0.0011795,0.038873458,0.022748359,1.1956325,0.039140433,0.000191069,350.31328,350.85338,350.42023,23.988,-2.719e-06,-0.47227793,0.0007403058084174,0.000748669338179,0.0039769858391608,1.939786802030457e-07,-2.716283716283716e-09,-11.478681344706803,0.00018010477283753534,0.0
5/1/2023,4:42 PM,0.4,0.0,15.0,512.0,665324400.0,3290600.0,512.0,0.0579182,0.0015008,512,639303800.0,2439100.0,512,0.0539026,0.0012344,0.038241959,0.021729936,1.1959581,0.038783521,0.000204119,350.31328,350.85124,350.41916,24.034,-1.631e-06,-0.28677977,0.0007282795467529,0.0007418424062739,0.0037989398601398,2.072274111675127e-07,-1.6293706293706291e-09,-11.51052086812846,0.00017739191275149054,0.0
5/1/2023,4:42 PM,0.5,0.0,15.0,512.0,717098500.0,3509100.0,512.0,0.0609774,0.0020226,512,684660300.0,2921900.0,512,0.0589054,0.0010642,0.0377999,0.020362545,1.1960884,0.038344616,0.00019096,350.31862,350.85231,350.41809,24.205,-1.957e-06,-0.10130961,0.0007198609788611,0.0007334471308339,0.0035598854895104,1.9386802030456853e-07,-1.955044955044955e-09,-11.271362275689782,0.00017683916153060815,0.0
5/1/2023,4:43 PM,0.6,0.0,15.0,512.0,762839800.0,4777200.0,512.0,0.0580991,0.0010482,512,727893600.0,3233500.0,512,0.0563686,0.0012557,0.03777217,0.020409959,1.1960124,0.03864291,0.000179759,350.31755,350.85552,350.42023,24.326,-1.74e-06,0.085400389,0.0007193328889735,0.0007391528309104,0.0035681746503496,1.8249644670050765e-07,-1.7382617382617383e-09,-11.284319907403647,0.0001814024593039242,0.0
5/1/2023,4:43 PM,0.7,0.0,15.0,512.0,805243000.0,5257800.0,512.0,0.055432,0.0022062,512,767976300.0,4489200.0,512,0.0554761,0.0009755592,0.038149088,0.021969941,1.1956976,0.038462063,0.000182152,350.31649,350.85552,350.42023,24.291,-2.827e-06,0.27032816,0.0007265109122071,0.0007356936304514,0.0038408987762237,1.849258883248731e-07,-2.824175824175824e-09,-11.306195714287707,0.0001816174238684628,0.0
5/1/2023,4:44 PM,0.8,0.0,15.0,512.0,833682200.0,5206700.0,512.0,0.0482133,0.0018283,512,799464600.0,4325600.0,512,0.0538246,0.0017982,0.038405189,0.023086565,1.1956759,0.038650958,0.000194549,350.31542,350.85124,350.41916,24.122,1.392e-05,0.45574442,0.0007313880975052,0.0007393067712318,0.0040361127622377,1.9751167512690358e-07,1.3906093906093906e-08,-11.467102955492036,0.00017695282721893687,0.0
5/1/2023,4:44 PM,0.9,0.0,15.0,512.0,838063400.0,5053700.0,512.0,0.0481673,0.0013692,512,811886500.0,3693600.0,512,0.0494402,0.0019672,0.040519787,0.023442169,1.1956108,0.040924003,0.000204771,350.31862,350.85338,350.42023,24.337,0.012442238,0.63085941,0.0007716584840982,0.0007827850612088,0.0040982812937062,2.0788934010152286e-07,1.2429808191808193e-05,-11.369717653803345,0.00017901332869792804,0.0
